Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitDescriptorsResults/CDK7_QDA,0.074766,0.489899,0.906542,2.941573e-08
RDKitDescriptorsResults/CDK7_PLS-DA,0.214382,0.732639,0.925234,1.280001e-07
RDKitDescriptorsResults/CDK7_DNN,0.363629,0.787247,0.929907,1.996321e-05
RDKitDescriptorsResults/CDK8_Nearest Neighbors,0.237205,0.637857,0.943925,1.227386e-08
RDKitDescriptorsResults/CDK8_Linear SVM,0.198932,0.571429,0.943925,5.364487e-09
RDKitDescriptorsResults/CDK8_RBF SVM,0.065421,0.500000,0.934579,1.808649e-08
RDKitDescriptorsResults/CDK8_Gaussian Process,0.065421,0.500000,0.934579,1.206615e-06
RDKitDescriptorsResults/CDK8_Decision Tree,0.220628,0.666071,0.934579,1.055465e-08
RDKitDescriptorsResults/CDK8_Random Forest,0.065421,0.500000,0.934579,7.523576e-07
RDKitDescriptorsResults/CDK8_AdaBoost,0.271149,0.701786,0.939252,1.139099e-07
RDKitDescriptorsResults/CDK8_Naive Bayes,0.101183,0.678571,0.523364,3.194096e-09
RDKitDescriptorsResults/CDK8_QDA,0.065421,0.492500,0.920561,2.991085e-08
RDKitDescriptorsResults/CDK8_PLS-DA,0.443174,0.823929,0.939252,1.200582e-07
RDKitDescriptorsResults/CDK8_DNN,0.631755,0.872857,0.957944,2.095987e-05
RDKitDescriptorsResults/CDKL1_Nearest Neighbors,0.032710,0.497585,0.962617,1.785855e-08
RDKitDescriptorsResults/CDKL1_Linear SVM,0.032710,0.500000,0.967290,6.620760e-09
RDKitDescriptorsResults/CDKL1_RBF SVM,0.032710,0.500000,0.967290,1.953734e-08
RDKitDescriptorsResults/CDKL1_Gaussian Process,0.032710,0.500000,0.967290,2.262949e-06
RDKitDescriptorsResults/CDKL1_Decision Tree,0.032710,0.490338,0.948598,1.356905e-08
RDKitDescriptorsResults/CDKL1_Random Forest,0.032710,0.500000,0.967290,7.487833e-07
RDKitDescriptorsResults/CDKL1_AdaBoost,0.032710,0.495169,0.957944,1.150864e-07
RDKitDescriptorsResults/CDKL1_Naive Bayes,0.032581,0.497930,0.696262,4.695646e-09
RDKitDescriptorsResults/CDKL1_QDA,0.032710,0.500000,0.967290,3.006672e-08
RDKitDescriptorsResults/CDKL1_PLS-DA,0.109955,0.576259,0.967290,1.277616e-07
RDKitDescriptorsResults/CDKL1_DNN,0.053120,0.539683,0.967290,1.996765e-05
RDKitDescriptorsResults/CDKL2_Nearest Neighbors,0.271729,0.677399,0.934579,1.414432e-08
RDKitDescriptorsResults/CDKL2_Linear SVM,0.274616,0.651199,0.939252,4.997781e-09
RDKitDescriptorsResults/CDKL2_RBF SVM,0.074766,0.500000,0.925234,1.845645e-08
RDKitDescriptorsResults/CDKL2_Gaussian Process,0.167186,0.612374,0.920561,5.619741e-06
RDKitDescriptorsResults/CDKL2_Decision Tree,0.274616,0.651199,0.939252,1.567303e-08
RDKitDescriptorsResults/CDKL2_Random Forest,0.132593,0.531250,0.929907,7.521877e-07
RDKitDescriptorsResults/CDKL2_AdaBoost,0.167186,0.612374,0.920561,1.243852e-07
RDKitDescriptorsResults/CDKL2_Naive Bayes,0.072378,0.481376,0.518692,4.830244e-09
RDKitDescriptorsResults/CDKL2_QDA,0.074766,0.500000,0.925234,5.980271e-08
RDKitDescriptorsResults/CDKL2_PLS-DA,0.392195,0.749369,0.929907,9.692917e-08
RDKitDescriptorsResults/CDKL2_DNN,0.381460,0.676452,0.925234,2.006675e-05
RDKitDescriptorsResults/CHEK1_Nearest Neighbors,0.042056,0.500000,0.957944,1.203457e-08
RDKitDescriptorsResults/CHEK1_Linear SVM,0.042056,0.500000,0.957944,6.474319e-09
RDKitDescriptorsResults/CHEK1_RBF SVM,0.042056,0.500000,0.957944,1.693901e-08
RDKitDescriptorsResults/CHEK1_Gaussian Process,0.042056,0.500000,0.957944,3.028035e-06
RDKitDescriptorsResults/CHEK1_Decision Tree,0.074420,0.550678,0.953271,1.538037e-08
RDKitDescriptorsResults/CHEK1_Random Forest,0.042056,0.500000,0.957944,8.586400e-07
RDKitDescriptorsResults/CHEK1_AdaBoost,0.059605,0.545799,0.943925,1.182303e-07
RDKitDescriptorsResults/CHEK1_Naive Bayes,0.058463,0.628455,0.593458,4.597498e-09
RDKitDescriptorsResults/CHEK1_QDA,0.042056,0.492683,0.943925,3.012163e-08
RDKitDescriptorsResults/CHEK1_PLS-DA,0.138627,0.645528,0.957944,1.284274e-07
RDKitDescriptorsResults/CHEK1_DNN,0.186225,0.579946,0.957944,1.979312e-05
RDKitDescriptorsResults/CHEK2_Nearest Neighbors,0.180858,0.608672,0.962617,2.000829e-08
RDKitDescriptorsResults/CHEK2_Linear SVM,0.042056,0.500000,0.957944,5.799556e-09
RDKitDescriptorsResults/CHEK2_RBF SVM,0.042056,0.500000,0.957944,2.030450e-08
RDKitDescriptorsResults/CHEK2_Gaussian Process,0.042056,0.500000,0.957944,2.226574e-06
RDKitDescriptorsResults/CHEK2_Decision Tree,0.055902,0.543360,0.939252,1.091303e-08
RDKitDescriptorsResults/CHEK2_Random Forest,0.042056,0.500000,0.957944,7.460044e-07
RDKitDescriptorsResults/CHEK2_AdaBoost,0.042056,0.492683,0.943925,1.205398e-07
RDKitDescriptorsResults/CHEK2_Naive Bayes,0.038993,0.389702,0.644860,6.984832e-09
RDKitDescriptorsResults/CHEK2_QDA,0.042056,0.497561,0.953271,2.913999e-08
RDKitDescriptorsResults/CHEK2_PLS-DA,0.111235,0.701355,0.957944,1.310081e-07
RDKitDescriptorsResults/CHEK2_DNN,0.217047,0.747425,0.953271,2.085881e-05
RDKitDescriptorsResults/CIT_Nearest Neighbors,0.512495,0.765523,0.906542,1.493798e-08
RDKitDescriptorsResults/CIT_Linear SVM,0.404045,0.658987,0.887850,7.446542e-09
RDKitDescriptorsResults/CIT_RBF SVM,0.183617,0.514706,0.845794,1.936287e-08
RDKitDescriptorsResults/CIT_Gaussian Process,0.453752,0.700327,0.897196,5.230934e-06
RDKitDescriptorsResults/CIT_Decision Tree,0.355490,0.683660,0.869159,1.013815e-08
RDKitDescriptorsResults/CIT_Random Forest,0.158879,0.500000,0.841121,7.459972e-07
RDKitDescriptorsResults/CIT_AdaBoost,0.426358,0.718627,0.887850,1.181733e-07
RDKitDescriptorsResults/CIT_Naive Bayes,0.174827,0.553922,0.289720,4.143976e-09
RDKitDescriptorsResults/CIT_QDA,0.158879,0.500000,0.841121,3.025501e-08
RDKitDescriptorsResults/CIT_PLS-DA,0.635459,0.811111,0.892523,1.055991e-07
RDKitDescriptorsResults/CIT_DNN,0.683137,0.878105,0.887850,2.048748e-05
RDKitDescriptorsResults/CLK1_Nearest Neighbors,0.218993,0.596272,0.897196,1.569675e-08
RDKitDescriptorsResults/CLK1_Linear SVM,0.128310,0.518202,0.887850,7.574448e-09
RDKitDescriptorsResults/CLK1_RBF SVM,0.149143,0.520833,0.892523,1.922450e-08
RDKitDescriptorsResults/CLK1_Gaussian Process,0.112150,0.500000,0.887850,1.362595e-06
RDKitDescriptorsResults/CLK1_Decision Tree,0.135631,0.544079,0.869159,1.020766e-08
RDKitDescriptorsResults/CLK1_Random Forest,0.112150,0.500000,0.887850,7.512477e-07
RDKitDescriptorsResults/CLK1_AdaBoost,0.163190,0.580482,0.869159,1.130911e-07
RDKitDescriptorsResults/CLK1_Naive Bayes,0.127100,0.564254,0.387850,6.494565e-09
RDKitDescriptorsResults/CLK1_QDA,0.121366,0.515570,0.883178,3.091945e-08
RDKitDescriptorsResults/CLK1_PLS-DA,0.312001,0.693860,0.887850,1.321363e-07
RDKitDescriptorsResults/CLK1_DNN,0.292922,0.728289,0.883178,1.990826e-05
RDKitDescriptorsResults/CLK2_Nearest Neighbors,0.158350,0.571250,0.883178,2.679778e-08
RDKitDescriptorsResults/CLK2_Linear SVM,0.124543,0.519121,0.892523,8.555189e-09
RDKitDescriptorsResults/CLK2_RBF SVM,0.146282,0.521739,0.897196,1.746019e-08
RDKitDescriptorsResults/CLK2_Gaussian Process,0.107477,0.500000,0.892523,1.552803e-06
RDKitDescriptorsResults/CLK2_Decision Tree,0.171511,0.601639,0.869159,1.113763e-08
RDKitDescriptorsResults/CLK2_Random Forest,0.107477,0.500000,0.892523,7.452143e-07
RDKitDescriptorsResults/CLK2_AdaBoost,0.174692,0.590371,0.883178,1.139911e-07
RDKitDescriptorsResults/CLK2_Naive Bayes,0.099027,0.450717,0.224299,5.143036e-09
RDKitDescriptorsResults/CLK2_QDA,0.107477,0.494764,0.883178,2.827142e-08
RDKitDescriptorsResults/CLK2_PLS-DA,0.311109,0.722285,0.901869,1.317297e-07
RDKitDescriptorsResults/CLK2_DNN,0.271741,0.744821,0.892523,1.981238e-05
RDKitDescriptorsResults/CLK3_Nearest Neighbors,0.042056,0.500000,0.957944,1.502072e-08
RDKitDescriptorsResults/CLK3_Linear SVM,0.042056,0.500000,0.957944,7.051255e-09
RDKitDescriptorsResults/CLK3_RBF SVM,0.042056,0.497561,0.953271,1.803445e-08
RDKitDescriptorsResults/CLK3_Gaussian Process,0.042056,0.500000,0.957944,1.569500e-06
RDKitDescriptorsResults/CLK3_Decision Tree,0.042056,0.500000,0.957944,1.231669e-08
RDKitDescriptorsResults/CLK3_Random Forest,0.042056,0.500000,0.957944,7.496340e-07
RDKitDescriptorsResults/CLK3_AdaBoost,0.055902,0.543360,0.939252,1.141158e-07
RDKitDescriptorsResults/CLK3_Naive Bayes,0.046194,0.543631,0.532710,3.722622e-09
RDKitDescriptorsResults/CLK3_QDA,0.042056,0.495122,0.948598,2.924676e-08
RDKitDescriptorsResults/CLK3_PLS-DA,0.056877,0.450407,0.957944,1.237597e-07
RDKitDescriptorsResults/CLK3_DNN,0.043422,0.433062,0.957944,1.968502e-05
RDKitDescriptorsResults/CLK4_Nearest Neighbors,0.093458,0.497423,0.901869,1.377394e-08
RDKitDescriptorsResults/CLK4_Linear SVM,0.093458,0.500000,0.906542,7.002098e-09
RDKitDescriptorsResults/CLK4_RBF SVM,0.093458,0.500000,0.906542,1.825674e-08
RDKitDescriptorsResults/CLK4_Gaussian Process,0.093458,0.500000,0.906542,1.631870e-06
RDKitDescriptorsResults/CLK4_Decision Tree,0.116939,0.551804,0.878505,1.200880e-08
RDKitDescriptorsResults/CLK4_Random Forest,0.093458,0.500000,0.906542,7.676640e-07
RDKitDescriptorsResults/CLK4_AdaBoost,0.109112,0.534536,0.887850,1.176576e-07
RDKitDescriptorsResults/CLK4_Naive Bayes,0.120305,0.620103,0.392523,5.893592e-09
RDKitDescriptorsResults/CLK4_QDA,0.093458,0.484536,0.878505,2.773788e-08
RDKitDescriptorsResults/CLK4_PLS-DA,0.166344,0.739175,0.906542,1.322474e-07
RDKitDescriptorsResults/CLK4_DNN,0.491752,0.841237,0.915888,2.041082e-05
RDKitDescriptorsResults/CSF1R-autoinhibited_Nearest Neighbors,0.095210,0.560073,0.962617,1.315156e-08
RDKitDescriptorsResults/CSF1R-autoinhibited_Linear SVM,0.157710,0.562500,0.967290,5.954301e-09
RDKitDescriptorsResults/CSF1R-autoinhibited_RBF SVM,0.037383,0.500000,0.962617,1.919720e-08
RDKitDescriptorsResults/CSF1R-autoinhibited_Gaussian Process,0.037383,0.500000,0.962617,2.214741e-06
RDKitDescriptorsResults/CSF1R-autoinhibited_Decision Tree,0.157710,0.562500,0.967290,1.063990e-08
RDKitDescriptorsResults/CSF1R-autoinhibited_Random Forest,0.037383,0.500000,0.962617,7.180185e-07
RDKitDescriptorsResults/CSF1R-autoinhibited_AdaBoost,0.095210,0.560073,0.962617,1.140889e-07
RDKitDescriptorsResults/CSF1R-autoinhibited_Naive Bayes,0.034728,0.454490,0.528037,4.716200e-09
RDKitDescriptorsResults/CSF1R-autoinhibited_QDA,0.037383,0.487864,0.939252,2.822647e-08
RDKitDescriptorsResults/CSF1R-autoinhibited_PLS-DA,0.097924,0.738471,0.962617,1.223541e-07
RDKitDescriptorsResults/CSF1R-autoinhibited_DNN,0.204117,0.719660,0.962617,1.979245e-05
RDKitDescriptorsResults/CSF1R_Nearest Neighbors,0.458259,0.752354,0.882629,1.334837e-08
RDKitDescriptorsResults/CSF1R_Linear SVM,0.425598,0.735640,0.873239,6.840222e-09
RDKitDescriptorsResults/CSF1R_RBF SVM,0.169014,0.500000,0.830986,2.032004e-08
RDKitDescriptorsResults/CSF1R_Gaussian Process,0.169014,0.500000,0.830986,2.231841e-06
RDKitDescriptorsResults/CSF1R_Decision Tree,0.288537,0.643832,0.830986,1.102156e-08
RDKitDescriptorsResults/CSF1R_Random Forest,0.169014,0.497175,0.826291,7.521950e-07
RDKitDescriptorsResults/CSF1R_AdaBoost,0.441635,0.757768,0.873239,1.162436e-07
RDKitDescriptorsResults/CSF1R_Naive Bayes,0.192882,0.573917,0.328638,4.064493e-09
RDKitDescriptorsResults/CSF1R_QDA,0.196661,0.524953,0.835681,2.823096e-08
RDKitDescriptorsResults/CSF1R_PLS-DA,0.516545,0.835530,0.859155,1.249473e-07
RDKitDescriptorsResults/CSF1R_DNN,0.569475,0.870056,0.877934,2.073038e-05
RDKitDescriptorsResults/CSK_Nearest Neighbors,0.167056,0.617574,0.943925,1.662652e-08
RDKitDescriptorsResults/CSK_Linear SVM,0.093069,0.539191,0.943925,5.466752e-09
RDKitDescriptorsResults/CSK_RBF SVM,0.056075,0.500000,0.943925,1.638631e-08
RDKitDescriptorsResults/CSK_Gaussian Process,0.056075,0.500000,0.943925,1.329344e-06
RDKitDescriptorsResults/CSK_Decision Tree,0.095628,0.597772,0.906542,1.164212e-08
RDKitDescriptorsResults/CSK_Random Forest,0.093069,0.539191,0.943925,7.250197e-07
RDKitDescriptorsResults/CSK_AdaBoost,0.167056,0.617574,0.943925,1.147315e-07
RDKitDescriptorsResults/CSK_Naive Bayes,0.086506,0.674092,0.532710,3.712349e-09
RDKitDescriptorsResults/CSK_QDA,0.056075,0.497525,0.939252,3.077315e-08
RDKitDescriptorsResults/CSK_PLS-DA,0.296939,0.731436,0.943925,1.267669e-07
RDKitDescriptorsResults/CSK_DNN,0.221809,0.832921,0.943925,1.985521e-05
RDKitDescriptorsResults/CSNK1A1_Nearest Neighbors,0.290421,0.644845,0.925234,1.229604e-08
RDKitDescriptorsResults/CSNK1A1_Linear SVM,0.191939,0.572423,0.915888,5.424377e-09
RDKitDescriptorsResults/CSNK1A1_RBF SVM,0.093458,0.500000,0.906542,1.996603e-08
RDKitDescriptorsResults/CSNK1A1_Gaussian Process,0.093458,0.500000,0.906542,2.347433e-06
RDKitDescriptorsResults/CSNK1A1_Decision Tree,0.111582,0.546649,0.869159,1.165939e-08
RDKitDescriptorsResults/CSNK1A1_Random Forest,0.093458,0.500000,0.906542,7.443726e-07
RDKitDescriptorsResults/CSNK1A1_AdaBoost,0.340847,0.731959,0.920561,1.135944e-07
RDKitDescriptorsResults/CSNK1A1_Naive Bayes,0.132588,0.648196,0.565421,3.660066e-09
RDKitDescriptorsResults/CSNK1A1_QDA,0.093458,0.492268,0.892523,2.958880e-08
RDKitDescriptorsResults/CSNK1A1_PLS-DA,0.452909,0.810825,0.915888,1.217739e-07
RDKitDescriptorsResults/CSNK1A1_DNN,0.464987,0.795619,0.915888,2.073834e-05
RDKitDescriptorsResults/CSNK1A1L_Nearest Neighbors,0.137383,0.595098,0.953271,1.372033e-08
RDKitDescriptorsResults/CSNK1A1L_Linear SVM,0.237383,0.600000,0.962617,6.683759e-09
RDKitDescriptorsResults/CSNK1A1L_RBF SVM,0.046729,0.500000,0.953271,1.707171e-08
RDKitDescriptorsResults/CSNK1A1L_Gaussian Process,0.046729,0.500000,0.953271,2.348335e-06
RDKitDescriptorsResults/CSNK1A1L_Decision Tree,0.046729,0.490196,0.934579,1.128974e-08
RDKitDescriptorsResults/CSNK1A1L_Random Forest,0.046729,0.500000,0.953271,7.351268e-07
RDKitDescriptorsResults/CSNK1A1L_AdaBoost,0.104050,0.590196,0.943925,1.162355e-07
RDKitDescriptorsResults/CSNK1A1L_Naive Bayes,0.053307,0.559804,0.523364,5.827197e-09
RDKitDescriptorsResults/CSNK1A1L_QDA,0.067056,0.542647,0.943925,3.027453e-08
RDKitDescriptorsResults/CSNK1A1L_PLS-DA,0.197051,0.679412,0.953271,1.276961e-07
RDKitDescriptorsResults/CSNK1A1L_DNN,0.340024,0.762745,0.962617,2.002601e-05
RDKitDescriptorsResults/CSNK1D_Nearest Neighbors,0.234112,0.614474,0.897196,1.465314e-08
RDKitDescriptorsResults/CSNK1D_Linear SVM,0.209112,0.609211,0.887850,7.375367e-09
RDKitDescriptorsResults/CSNK1D_RBF SVM,0.149143,0.520833,0.892523,1.963599e-08
RDKitDescriptorsResults/CSNK1D_Gaussian Process,0.176791,0.572807,0.887850,3.086224e-06
RDKitDescriptorsResults/CSNK1D_Decision Tree,0.176661,0.608991,0.855140,1.031367e-08
RDKitDescriptorsResults/CSNK1D_Random Forest,0.112150,0.500000,0.887850,7.296664e-07
RDKitDescriptorsResults/CSNK1D_AdaBoost,0.279895,0.653509,0.901869,1.160767e-07
RDKitDescriptorsResults/CSNK1D_Naive Bayes,0.121252,0.541009,0.411215,4.043738e-09
RDKitDescriptorsResults/CSNK1D_QDA,0.112150,0.500000,0.887850,4.009286e-08
RDKitDescriptorsResults/CSNK1D_PLS-DA,0.503301,0.864803,0.892523,1.268687e-07
RDKitDescriptorsResults/CSNK1D_DNN,0.572751,0.842654,0.906542,1.983957e-05
RDKitDescriptorsResults/CSNK1E_Nearest Neighbors,0.295331,0.677167,0.869159,1.518455e-08
RDKitDescriptorsResults/CSNK1E_Linear SVM,0.279665,0.638956,0.878505,6.636854e-09
RDKitDescriptorsResults/CSNK1E_RBF SVM,0.165324,0.517241,0.869159,1.985744e-08
RDKitDescriptorsResults/CSNK1E_Gaussian Process,0.135514,0.500000,0.864486,2.001079e-06
RDKitDescriptorsResults/CSNK1E_Decision Tree,0.270273,0.648089,0.869159,1.308152e-08
RDKitDescriptorsResults/CSNK1E_Random Forest,0.135514,0.500000,0.864486,7.348880e-07
RDKitDescriptorsResults/CSNK1E_AdaBoost,0.408024,0.725163,0.901869,1.242224e-07
RDKitDescriptorsResults/CSNK1E_Naive Bayes,0.168356,0.609413,0.425234,5.271702e-09
RDKitDescriptorsResults/CSNK1E_QDA,0.135514,0.491892,0.850467,3.136019e-08
RDKitDescriptorsResults/CSNK1E_PLS-DA,0.459400,0.792171,0.873832,1.270211e-07
RDKitDescriptorsResults/CSNK1E_DNN,0.568126,0.860764,0.883178,1.969326e-05
RDKitDescriptorsResults/CSNK1G2_Nearest Neighbors,0.111371,0.615291,0.953271,1.178591e-08
RDKitDescriptorsResults/CSNK1G2_Linear SVM,0.153037,0.620146,0.962617,5.510886e-09
RDKitDescriptorsResults/CSNK1G2_RBF SVM,0.157710,0.562500,0.967290,1.714888e-08
RDKitDescriptorsResults/CSNK1G2_Gaussian Process,0.037383,0.500000,0.962617,1.717720e-06
RDKitDescriptorsResults/CSNK1G2_Decision Tree,0.048335,0.545510,0.934579,1.138178e-08
RDKitDescriptorsResults/CSNK1G2_Random Forest,0.037383,0.500000,0.962617,7.324567e-07
RDKitDescriptorsResults/CSNK1G2_AdaBoost,0.111371,0.615291,0.953271,1.131898e-07
RDKitDescriptorsResults/CSNK1G2_Naive Bayes,0.049527,0.590413,0.789720,3.828352e-09
RDKitDescriptorsResults/CSNK1G2_QDA,0.037383,0.500000,0.962617,2.688272e-08
RDKitDescriptorsResults/CSNK1G2_PLS-DA,0.158221,0.750607,0.962617,1.211191e-07
RDKitDescriptorsResults/CSNK1G2_DNN,0.309467,0.813714,0.953271,2.026281e-05
RDKitDescriptorsResults/CSNK1G3_Nearest Neighbors,0.099598,0.569001,0.967136,1.469382e-08
RDKitDescriptorsResults/CSNK1G3_Linear SVM,0.171026,0.571429,0.971831,6.396666e-09
RDKitDescriptorsResults/CSNK1G3_RBF SVM,0.032864,0.500000,0.967136,1.938581e-08
RDKitDescriptorsResults/CSNK1G3_Gaussian Process,0.032864,0.500000,0.967136,1.979581e-06
RDKitDescriptorsResults/CSNK1G3_Decision Tree,0.094903,0.628294,0.948357,1.155638e-08
RDKitDescriptorsResults/CSNK1G3_Random Forest,0.032864,0.500000,0.967136,7.420435e-07
RDKitDescriptorsResults/CSNK1G3_AdaBoost,0.056740,0.561720,0.953052,1.132876e-07
RDKitDescriptorsResults/CSNK1G3_Naive Bayes,0.031145,0.457351,0.751174,5.319690e-09
RDKitDescriptorsResults/CSNK1G3_QDA,0.063883,0.564147,0.957746,2.959835e-08
RDKitDescriptorsResults/CSNK1G3_PLS-DA,0.167229,0.819695,0.967136,1.211921e-07
RDKitDescriptorsResults/CSNK1G3_DNN,0.170173,0.722607,0.967136,2.086939e-05
RDKitDescriptorsResults/CSNK2A1_Nearest Neighbors,0.046729,0.497549,0.948598,1.199314e-08
RDKitDescriptorsResults/CSNK2A1_Linear SVM,0.046729,0.497549,0.948598,6.485793e-09
RDKitDescriptorsResults/CSNK2A1_RBF SVM,0.046729,0.500000,0.953271,1.695988e-08
RDKitDescriptorsResults/CSNK2A1_Gaussian Process,0.046729,0.500000,0.953271,2.400461e-06
RDKitDescriptorsResults/CSNK2A1_Decision Tree,0.046729,0.492647,0.939252,1.232617e-08
RDKitDescriptorsResults/CSNK2A1_Random Forest,0.046729,0.500000,0.953271,7.347199e-07
RDKitDescriptorsResults/CSNK2A1_AdaBoost,0.104050,0.590196,0.943925,1.120071e-07
RDKitDescriptorsResults/CSNK2A1_Naive Bayes,0.076012,0.684314,0.579439,3.636683e-09
RDKitDescriptorsResults/CSNK2A1_QDA,0.046729,0.497549,0.948598,2.816085e-08
RDKitDescriptorsResults/CSNK2A1_PLS-DA,0.078564,0.643137,0.953271,1.259707e-07
RDKitDescriptorsResults/CSNK2A1_DNN,0.319543,0.822549,0.953271,1.983375e-05
RDKitDescriptorsResults/CSNK2A2_Nearest Neighbors,0.141105,0.583649,0.920561,1.649170e-08
RDKitDescriptorsResults/CSNK2A2_Linear SVM,0.101343,0.528725,0.925234,5.917520e-09
RDKitDescriptorsResults/CSNK2A2_RBF SVM,0.074766,0.500000,0.925234,2.155472e-08
RDKitDescriptorsResults/CSNK2A2_Gaussian Process,0.074766,0.500000,0.925234,2.401444e-06
RDKitDescriptorsResults/CSNK2A2_Decision Tree,0.274616,0.651199,0.939252,1.030258e-08
RDKitDescriptorsResults/CSNK2A2_Random Forest,0.074766,0.500000,0.925234,7.462063e-07
RDKitDescriptorsResults/CSNK2A2_AdaBoost,0.167186,0.612374,0.920561,1.150752e-07
RDKitDescriptorsResults/CSNK2A2_Naive Bayes,0.073097,0.487374,0.476636,4.721739e-09
RDKitDescriptorsResults/CSNK2A2_QDA,0.074766,0.500000,0.925234,3.090620e-08
RDKitDescriptorsResults/CSNK2A2_PLS-DA,0.283964,0.766414,0.925234,1.296516e-07
RDKitDescriptorsResults/CSNK2A2_DNN,0.275268,0.710859,0.925234,2.043278e-05
RDKitDescriptorsResults/DAPK1_Nearest Neighbors,0.257864,0.647537,0.962441,1.462244e-08
RDKitDescriptorsResults/DAPK1_Linear SVM,0.046948,0.500000,0.953052,5.895124e-09
RDKitDescriptorsResults/DAPK1_RBF SVM,0.142254,0.550000,0.957746,1.820107e-08
RDKitDescriptorsResults/DAPK1_Gaussian Process,0.046948,0.500000,0.953052,4.857992e-06
RDKitDescriptorsResults/DAPK1_Decision Tree,0.046948,0.485222,0.924883,1.472698e-08
RDKitDescriptorsResults/DAPK1_Random Forest,0.046948,0.500000,0.953052,7.301569e-07
RDKitDescriptorsResults/DAPK1_AdaBoost,0.145364,0.637685,0.943662,1.212467e-07
RDKitDescriptorsResults/DAPK1_Naive Bayes,0.062282,0.621675,0.460094,3.941828e-09
RDKitDescriptorsResults/DAPK1_QDA,0.046948,0.500000,0.953052,3.352821e-08
RDKitDescriptorsResults/DAPK1_PLS-DA,0.156898,0.715271,0.953052,1.079075e-07
RDKitDescriptorsResults/DAPK1_DNN,0.426186,0.737931,0.953052,1.951905e-05
RDKitDescriptorsResults/DAPK3_Nearest Neighbors,0.310110,0.636364,0.962617,1.626040e-08
RDKitDescriptorsResults/DAPK3_Linear SVM,0.051402,0.497537,0.943925,4.744773e-09
RDKitDescriptorsResults/DAPK3_RBF SVM,0.051402,0.500000,0.948598,1.635676e-08
RDKitDescriptorsResults/DAPK3_Gaussian Process,0.051402,0.500000,0.948598,2.623398e-06
RDKitDescriptorsResults/DAPK3_Decision Tree,0.051402,0.480296,0.911215,1.244240e-08
RDKitDescriptorsResults/DAPK3_Random Forest,0.051402,0.500000,0.948598,7.248427e-07
RDKitDescriptorsResults/DAPK3_AdaBoost,0.051402,0.487685,0.925234,1.129621e-07
RDKitDescriptorsResults/DAPK3_Naive Bayes,0.070489,0.623601,0.612150,5.264165e-09
RDKitDescriptorsResults/DAPK3_QDA,0.051402,0.490148,0.929907,1.633230e-08
RDKitDescriptorsResults/DAPK3_PLS-DA,0.103565,0.638603,0.948598,1.225584e-07
RDKitDescriptorsResults/DAPK3_DNN,0.342493,0.744290,0.948598,1.945981e-05
RDKitDescriptorsResults/DCAMKL3_Nearest Neighbors,0.056075,0.490099,0.925234,1.389382e-08
RDKitDescriptorsResults/DCAMKL3_Linear SVM,0.213396,0.583333,0.953271,7.232012e-09
RDKitDescriptorsResults/DCAMKL3_RBF SVM,0.056075,0.500000,0.943925,1.626154e-08
RDKitDescriptorsResults/DCAMKL3_Gaussian Process,0.093069,0.539191,0.943925,6.797631e-06
RDKitDescriptorsResults/DCAMKL3_Decision Tree,0.074507,0.558581,0.906542,1.049737e-08
RDKitDescriptorsResults/DCAMKL3_Random Forest,0.056075,0.500000,0.943925,7.203689e-07
RDKitDescriptorsResults/DCAMKL3_AdaBoost,0.079180,0.536716,0.939252,1.117202e-07
RDKitDescriptorsResults/DCAMKL3_Naive Bayes,0.067694,0.589521,0.299065,4.067559e-09
RDKitDescriptorsResults/DCAMKL3_QDA,0.056075,0.495050,0.934579,3.308602e-08
RDKitDescriptorsResults/DCAMKL3_PLS-DA,0.072813,0.569101,0.943925,8.736542e-08
RDKitDescriptorsResults/DCAMKL3_DNN,0.086697,0.556312,0.943925,1.933419e-05
RDKitDescriptorsResults/DDR1_Nearest Neighbors,0.452201,0.728819,0.849765,1.402267e-08
